id,State,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Issue_Year,Month,Month Name,Quarter,Annual_Income_Band,Interest_Rate_Band,DTI_Band,Empt_Lgth_Experience_Group
863603,California,INDIVIDUAL,1 year,Zoic Studios,B,RENT,"Monday, November 8, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1076734,Debt consolidation,B5, 36 months,Verified,93600,0.2347,185.98,0.1199,5600,30,6700,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,New Employee
1032486,California,INDIVIDUAL,10+ years,Slade Neighbors Aplc,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1262127,Debt consolidation,B1, 36 months,Verified,107000,0.0822,322.25,0.0991,10000,22,11575,2021,11,November,4,High Income,Moderate Interest,Low DTI,Long Term Employee
786131,California,INDIVIDUAL,10+ years,Gregs Collision Center,B,RENT,"Saturday, November 6, 2021","Sunday, May 16, 2021","Thursday, May 13, 2021",Fully Paid,"Sunday, June 13, 2021",989493,Debt consolidation,B1, 36 months,Verified,60000,0.1746,241.97,0.0999,7500,10,8536,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
1023951,California,INDIVIDUAL,2 years,Forex Express,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Friday, May 14, 2021",Fully Paid,"Monday, June 14, 2021",1253033,Debt consolidation,B2, 36 months,Verified,36000,0.1287,179.16,0.1065,5500,10,6384,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Early Career
665472,California,INDIVIDUAL,3 years,Fsusd,B,RENT,"Tuesday, November 2, 2021","Sunday, May 16, 2021","Sunday, February 14, 2021",Fully Paid,"Sunday, March 14, 2021",850812,Debt consolidation,B3, 36 months,Verified,114000,0.1778,551.51,0.1037,17000,31,19856,2021,11,November,4,High Income,Moderate Interest,Moderate DTI,Early Career
790332,California,INDIVIDUAL,3 years,Dept Of Corrections,B,RENT,"Saturday, November 6, 2021","Sunday, May 16, 2021","Saturday, February 13, 2021",Fully Paid,"Saturday, March 13, 2021",994440,Debt consolidation,B5, 36 months,Verified,72000,0.1607,398.52,0.1199,12000,10,13775,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Early Career
850955,California,INDIVIDUAL,< 1 year,Unknown,B,RENT,"Monday, November 8, 2021","Sunday, May 16, 2021","Tuesday, September 14, 2021",Fully Paid,"Thursday, October 14, 2021",1062824,Debt consolidation,B1, 36 months,Verified,65000,0.046,167.77,0.0999,5200,9,6040,2021,11,November,4,Upper Middle Income,Moderate Interest,Low DTI,Long Term Employee
994486,California,INDIVIDUAL,10+ years,Thb Intermediaries Ins.,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",1218912,Debt consolidation,B3, 36 months,Verified,135000,0.2083,264.61,0.1171,8000,26,9154,2021,11,November,4,High Income,Moderate Interest,High DTI,Long Term Employee
842054,California,INDIVIDUAL,10+ years,Warner Bros. Film Distribution Inc,B,RENT,"Monday, November 8, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1052667,Debt consolidation,B5, 36 months,Verified,73000,0.0376,451.65,0.1199,13600,22,16259,2021,11,November,4,Upper Middle Income,Moderate Interest,Low DTI,Long Term Employee
795104,California,INDIVIDUAL,3 years,Mga Entertainment,B,RENT,"Sunday, November 7, 2021","Sunday, May 16, 2021","Wednesday, July 14, 2021",Fully Paid,"Saturday, August 14, 2021",999806,Debt consolidation,B1, 36 months,Verified,160000,0.086,645.25,0.0999,20000,19,23229,2021,11,November,4,High Income,Moderate Interest,Low DTI,Early Career
681214,California,INDIVIDUAL,5 years,Richemont North America,B,RENT,"Tuesday, November 2, 2021","Sunday, May 16, 2021","Saturday, March 13, 2021",Fully Paid,"Tuesday, April 13, 2021",870185,Debt consolidation,B2, 36 months,Verified,92000,0.2234,154.89,0.1,4800,17,5479,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,Mid Career
729805,California,INDIVIDUAL,1 year,Menifee Bible Church,B,RENT,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Fully Paid,"Wednesday, June 16, 2021",925625,Debt consolidation,B5, 60 months,Not Verified,65000,0.1482,282.45,0.1199,16000,41,16946,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,New Employee
705824,California,INDIVIDUAL,4 years,Pacific Specialty Insurance,B,RENT,"Wednesday, November 3, 2021","Sunday, May 16, 2021","Sunday, November 14, 2021",Fully Paid,"Tuesday, December 14, 2021",897928,Debt consolidation,B4, 60 months,Not Verified,25200,0.1295,280.97,0.1074,13000,10,16494,2021,11,November,4,Low Income,Moderate Interest,Moderate DTI,Mid Career
738328,California,INDIVIDUAL,5 years,Irj Engineers,B,RENT,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Fully Paid,"Wednesday, June 16, 2021",935682,Debt consolidation,B2, 60 months,Not Verified,50000,0.1344,344.62,0.1059,16000,6,20677,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Mid Career
765317,California,INDIVIDUAL,7 years,Sedgwick Cms,B,RENT,"Friday, November 5, 2021","Sunday, May 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",966178,Debt consolidation,B5, 60 months,Not Verified,38000,0.1791,355.84,0.1199,16000,8,20866,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Experienced
812737,California,INDIVIDUAL,4 years,University Of California Berkeley,B,RENT,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, December 12, 2021",Fully Paid,"Thursday, December 1, 2022",1019919,Debt consolidation,B5, 60 months,Source Verified,50000,0.0679,229.63,0.1199,12000,17,11755,2021,11,November,4,Middle Income,Moderate Interest,Low DTI,Mid Career
875961,California,INDIVIDUAL,4 years,Los Angeles Dodgers,B,RENT,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Tuesday, February 16, 2021",Fully Paid,"Tuesday, March 16, 2021",1090548,Debt consolidation,B3, 60 months,Source Verified,72000,0.1327,130.43,0.1099,6000,17,7768,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
832424,California,INDIVIDUAL,10+ years,Cal Fire,B,RENT,"Monday, November 8, 2021","Sunday, May 16, 2021","Saturday, December 4, 2021",Fully Paid,"Sunday, December 5, 2021",1041813,Debt consolidation,B5, 60 months,Verified,99996,0.1775,667.19,0.1199,30000,31,32293,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
863134,California,INDIVIDUAL,7 years,E.Digital Corporation,B,RENT,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Tuesday, June 15, 2021",Fully Paid,"Thursday, July 15, 2021",1076206,Debt consolidation,B5, 60 months,Verified,52500,0.1554,457.58,0.1199,32000,11,26963,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Experienced
692377,California,INDIVIDUAL,< 1 year,"Recreational Equipment, Inc.",B,RENT,"Wednesday, November 3, 2021","Sunday, May 16, 2021","Tuesday, March 16, 2021",Fully Paid,"Friday, April 16, 2021",883041,Debt consolidation,B4, 60 months,Verified,14400,0.0492,172.91,0.1074,8000,8,10374,2021,11,November,4,Low Income,Moderate Interest,Low DTI,Long Term Employee
1066789,California,INDIVIDUAL,10+ years,Cajon Valley Union School District,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",1300973,Debt consolidation,B4, 36 months,Not Verified,43000,0.2057,446.1,0.1242,13350,15,16059,2021,11,November,4,Middle Income,High Interest,High DTI,Long Term Employee
1066763,California,INDIVIDUAL,2 years,Pricewaterhousecoopers,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",1300945,Debt consolidation,B4, 36 months,Not Verified,83000,0.1181,400.99,0.1242,12000,61,14435,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
1059960,California,INDIVIDUAL,2 years,Bank Of America,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",1291803,Debt consolidation,B4, 36 months,Verified,49110,0.1757,660.79,0.1242,19775,15,22696,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Early Career
871152,California,INDIVIDUAL,4 years,Suddenlink Communications,B,RENT,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Thursday, October 14, 2021",Fully Paid,"Sunday, November 14, 2021",1085269,Debt consolidation,B4, 36 months,Not Verified,65000,0.1728,501.23,0.1242,15000,10,18044,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
1008183,California,INDIVIDUAL,6 years,Nobel Biocare,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Tuesday, December 14, 2021",Fully Paid,"Friday, January 14, 2022",1234630,Debt consolidation,B5, 36 months,Not Verified,135000,0.1274,483.05,0.1269,14400,25,17390,2021,11,November,4,High Income,High Interest,Moderate DTI,Experienced
1038931,California,INDIVIDUAL,10+ years,Uninational Corporation,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",1268865,Debt consolidation,B5, 36 months,Not Verified,62000,0.1473,469.63,0.1269,14000,20,16115,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
1031720,California,INDIVIDUAL,10+ years,Sacramento County Sheriff'S Department,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Tuesday, December 7, 2021",Fully Paid,"Wednesday, December 8, 2021",1251558,Debt consolidation,B5, 36 months,Source Verified,75600,0.1076,352.23,0.1269,10500,24,11223,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
1041622,California,INDIVIDUAL,2 years,Deloitte Tax Llp,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",1271676,Debt consolidation,B5, 36 months,Source Verified,75000,0.1883,217.88,0.06,7000,26,8097,2021,11,November,4,Upper Middle Income,Low Interest,Moderate DTI,Early Career
1036769,California,INDIVIDUAL,1 year,California Music Academy,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Tuesday, December 14, 2021",Fully Paid,"Friday, January 14, 2022",1266447,Debt consolidation,B5, 36 months,Source Verified,65000,0.0541,201.27,0.1269,6000,14,7246,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,New Employee
1043274,California,INDIVIDUAL,10+ years,Lafcu,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",1273387,Debt consolidation,B5, 36 months,Source Verified,43000,0.1711,134.18,0.1269,4000,21,4604,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Long Term Employee
1038314,California,INDIVIDUAL,4 years,Lotus Communications Corp,B,RENT,"Thursday, November 11, 2021","Sunday, May 16, 2021","Wednesday, April 14, 2021",Fully Paid,"Friday, May 14, 2021",1268219,Debt consolidation,B4, 36 months,Source Verified,95000,0.1574,501.23,0.1242,15000,9,17696,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
977893,California,INDIVIDUAL,10+ years,Us Army,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Monday, December 6, 2021",Fully Paid,"Tuesday, December 7, 2021",1200923,Debt consolidation,B5, 36 months,Source Verified,88000,0.0967,335.45,0.1269,10000,40,10617,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Long Term Employee
1034632,California,INDIVIDUAL,2 years,University Of California,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, December 5, 2021",Fully Paid,"Monday, December 6, 2021",1264221,Debt consolidation,B5, 36 months,Verified,94500,0.213,670.9,0.1269,20000,28,21008,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Early Career
1031863,California,INDIVIDUAL,2 years,"J. Sosnick & Son, Inc.",B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1261516,Debt consolidation,B5, 36 months,Verified,80000,0.0933,838.63,0.1269,25000,50,30103,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Early Career
980215,California,INDIVIDUAL,4 years,Liquid Realty,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, December 12, 2021",Fully Paid,"Thursday, December 1, 2022",1203389,Debt consolidation,B4, 36 months,Verified,160000,0.0881,267.33,0.1242,8000,23,8978,2021,11,November,4,High Income,High Interest,Low DTI,Mid Career
895133,California,INDIVIDUAL,5 years,Pch&S,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1115684,Debt consolidation,B4, 36 months,Verified,80000,0.1905,454.45,0.1242,13600,33,16315,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
1033717,California,INDIVIDUAL,7 years,Allied Waste Services #922,B,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1263293,Debt consolidation,B5, 60 months,Source Verified,65918,0.1553,451.9,0.1269,20000,21,25363,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Experienced
979667,California,INDIVIDUAL,3 years,Dosa Fillmore,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Tuesday, September 14, 2021",Fully Paid,"Thursday, October 14, 2021",1202825,Debt consolidation,B5, 60 months,Verified,54000,0.1269,451.9,0.1269,20000,10,25789,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Early Career
978992,California,INDIVIDUAL,6 years,Kana Inc,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Thursday, December 2, 2021",Fully Paid,"Friday, December 3, 2021",1201866,Debt consolidation,B5, 60 months,Verified,78000,0.1723,621.36,0.1269,27500,30,28642,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Experienced
982309,California,INDIVIDUAL,10+ years,Kaiser Permanente,B,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",1206323,Debt consolidation,B5, 60 months,Verified,60000,0.2436,451.9,0.1269,20000,52,23716,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
1068158,California,INDIVIDUAL,10+ years,United States Air Force,A,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",1302728,Debt consolidation,A4, 36 months,Source Verified,56964,0.2755,563.23,0.079,18000,20,20276,2021,11,November,4,Middle Income,Low Interest,Very High DTI,Long Term Employee
1063388,California,INDIVIDUAL,4 years,Pasadena City College,A,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Thursday, January 14, 2021",Fully Paid,"Sunday, February 14, 2021",1295942,Debt consolidation,A4, 36 months,Source Verified,49668,0.0727,329.33,0.079,10525,9,11651,2021,11,November,4,Middle Income,Low Interest,Low DTI,Mid Career
1061972,California,INDIVIDUAL,10+ years,Lakeshore,A,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Monday, June 14, 2021",Fully Paid,"Wednesday, July 14, 2021",1293809,Debt consolidation,A4, 36 months,Not Verified,32400,0.0756,250.33,0.079,8000,15,8978,2021,11,November,4,Middle Income,Low Interest,Low DTI,Long Term Employee
1058885,California,INDIVIDUAL,10+ years,Friedmans Home Improvement,F,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Tuesday, March 16, 2021",Fully Paid,"Friday, April 16, 2021",1290482,Debt consolidation,F1, 60 months,Verified,60000,0.2074,485.85,0.2089,18000,19,28790,2021,11,November,4,Upper Middle Income,Very High Interest,High DTI,Long Term Employee
1058877,California,INDIVIDUAL,10+ years,Allen Clark Financial Services Llc,A,RENT,"Friday, November 12, 2021","Sunday, May 16, 2021","Tuesday, December 14, 2021",Fully Paid,"Friday, January 14, 2022",1290474,Debt consolidation,A5, 36 months,Source Verified,35000,0.1502,228.63,0.089,7200,23,8230,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
885637,California,INDIVIDUAL,10+ years,Sycuan Casino,A,RENT,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Thursday, October 14, 2021",Fully Paid,"Sunday, November 14, 2021",1101339,Debt consolidation,A1, 36 months,Not Verified,56000,0.1494,170.44,0.0603,5600,22,6136,2021,11,November,4,Middle Income,Low Interest,Moderate DTI,Long Term Employee
819500,California,INDIVIDUAL,10+ years,Sierra Termite Control,A,RENT,"Sunday, November 7, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",1027621,Debt consolidation,A4, 36 months,Not Verified,80000,0.1341,65.32,0.0749,2100,20,2351,2021,11,November,4,Upper Middle Income,Low Interest,Moderate DTI,Long Term Employee
798172,California,INDIVIDUAL,2 years,Universal Audio Inc.,A,RENT,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, March 14, 2021",Fully Paid,"Wednesday, April 14, 2021",1003270,Debt consolidation,A5, 36 months,Not Verified,123000,0.102,220.95,0.0849,7000,25,7938,2021,11,November,4,High Income,Moderate Interest,Moderate DTI,Early Career
980191,California,INDIVIDUAL,2 years,Unknown,A,RENT,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Thursday, October 14, 2021",Fully Paid,"Sunday, November 14, 2021",1203361,Debt consolidation,A5, 36 months,Not Verified,56000,0.1682,76.21,0.089,2400,30,2743,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Early Career
701951,California,INDIVIDUAL,4 years,Barnes And Noble,A,RENT,"Wednesday, November 3, 2021","Sunday, May 16, 2021","Friday, December 3, 2021",Fully Paid,"Saturday, December 4, 2021",893786,Debt consolidation,A1, 36 months,Not Verified,36396,0.1259,301.6,0.0542,10000,29,10432,2021,11,November,4,Middle Income,Low Interest,Moderate DTI,Mid Career
736815,California,INDIVIDUAL,4 years,Franchise Tax Board,A,RENT,"Thursday, November 4, 2021","Sunday, May 16, 2021","Friday, May 14, 2021",Fully Paid,"Monday, June 14, 2021",933861,Debt consolidation,A4, 36 months,Not Verified,9960,0.2301,37.22,0.0729,1200,12,1340,2021,11,November,4,Low Income,Low Interest,High DTI,Mid Career
803192,California,INDIVIDUAL,4 years,General Atomics Aeronautical Systems Inc,A,RENT,"Sunday, November 7, 2021","Sunday, May 16, 2021","Tuesday, July 13, 2021",Fully Paid,"Friday, August 13, 2021",1008930,Debt consolidation,A4, 36 months,Not Verified,60000,0.1074,133.74,0.0749,4300,17,4752,2021,11,November,4,Upper Middle Income,Low Interest,Moderate DTI,Mid Career
882465,California,INDIVIDUAL,4 years,Chase,A,RENT,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Thursday, October 14, 2021",Fully Paid,"Sunday, November 14, 2021",1097645,Debt consolidation,A5, 36 months,Not Verified,31200,0.1304,133.37,0.089,4200,15,4801,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Mid Career
